date,dish_name,restaurant_name,price,description,image
14 September 2023 (Thursday),Teriyaki Chicken Don,DONDON BREAK,RM10.00,"Quite alot of mayo and meat, could probably order extra rice.","2023/September/2023, September, image 18.png"
14 September 2023 (Thursday),Double BBQ Beefacon®(?),Burger King,RM15.00,"Panda why did you not delivery my original order...
                    Had to fork out slightly more for this now, along with a hangry me.
I have no idea what this burger is they ordered it for me.","2023/September/2023, September, image 19.png"
18 September 2023 (Monday),In-house cook,No restaurant name,RM5.60,"Xenon: Junn we're out of veges
                    Me: Wat do you want me to do, drive and buy it?
                    And that is how I went to Dpulze.
                
Ayamas Premium Mushroom Frank 235G - RM 6.90
San Remo No.5 Spaghetti 500G - RM 5.30
CG French Bean 250G x2 - RM 3.70 x2
YK Siew Pak Choy 250G - RM 2.80

                Parking space not found, had to do a few rounds.
                Though got belanja-ed a Chapai, so all's good.
                The rice they made today somehow has added garlic and ginger?","2023/September/2023, September, image 20.png"
18 September 2023 (Monday),In-house cook,No restaurant name,"""Prepaid""","Refer 12 Sept, that's more or less the same ingredients.
                    Unagi is said to be fried in shallow oil, the bones are felt less.","2023/September/2023, September, image 21.png"
19 September 2023 (Tuesday),Nasi Campur,Dapo Sahang,RM3.00,"None of my red chicken, very small pieces of black chicken, ended up having an egg.
                    This is the cheapest meal I ever had in dapo.

                    Self reminder to not go here after like 1:30pm.","2023/September/2023, September, image 22.png"
19 September 2023 (Tuesday),In-house cook,No restaurant name,RM4.50,"Somehow somehow I gotta pay for this drink Astaghfirullah haram I thought would be belanja-ed.
                    Oh well.

                    Fishball, chicken meat, eggs, somehow lemongrass cuz housemate thought it was spring onion?","2023/September/2023, September, image 23.png"
20 September 2023 (Wednesday),Aroii Thai,Food delivery,RM9.60,"Long beans are extras, honestly edible, now for the mains.

                    Chicken wing if my memory serves correctly should be better than pandan chicken.
                    Squid rings were alright.
                    Rice could be better but what can I complain?
                    
                    Oh hey, no spilt drinks, an improvement.","2023/September/2023, September, image 24.png"
20 September 2023 (Wednesday),Nasi Goreng Ayam,Dapo Sahang,RM7.50,"It fell off. HARD.
                    Chicken was room temperature, and so was the rice.

                    My good sir, fried rice isn't supposed to look like ketupat rice/nasi impit.
                    This is why I sticked with kampung.","2023/September/2023, September, image 25.png"
21 September 2023 (Thursday),Nasi Campur,Dapo Sahang,RM6.50,"Oh how I missed you.
                    Slightly more expensive today, I took like 3? sausage slices from the macaroni pile.
                    Your taste has never deteriorated, which is what I like.","2023/September/2023, September, image 26.png"
21 September 2023 (Thursday),2 pcs Aroma Chicken Nasi Combo,A & W,RM18.90,"Kind of expensive, fast food moment.
                    Chicken was nice, rice is good. Would I eat again? Sure if it's cheaper.","2023/September/2023, September, image 27.png"
2 Oct 2023 (Monday),Nasi Campur,Dapo Sahang,RM5.50,"Meal before exam.
(Fun fact I only got to update this on 19 Oct so I forgot how much I paid.)","2023/October/2023, October, image 1.png"
2 Oct 2023 (Monday),Stir Fried Holy Basil Minced Chicken With Steamed Rice,Thai Luck,RM13.90,"Meal after exam.
                    Wouldn't say it's a ""celebratory meal"", but you can consider it as one.
                    
                    Honestly I'd be mamak-ing if it wasn't for some meetup, which was nice to meet new people irl.
Asked for fully cooked yolk, it is not. Then turns out default yolk is way more runny. I guess they tried.","2023/October/2023, October, image 2.png"
30 Oct 2023 (Monday),Nasi Campur,Dapo Sahang,RM6.50,"Man why must the rice always be ketupat-styled flat ahh.
              Vege also kinda spicy.","2023/October/2023, October, image 3.png"
30 Oct 2023 (Monday),Nasi Goreng Kampung,Restoran Al Bidayah,RM7.00,"Imagine getting clamped.

              At least I have my new roommate to accomany me with this.","2023/October/2023, October, image 4.png"
31 Oct 2023 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM11.00,"Compared with 22 June, wow price raised.
          Maybe because of the extra stuff in the curry they took, such as eggplant, lady fingers etc small stuff.","2023/October/2023, October, image 5.png"
31 Oct 2023 (Tuesday),Nasi Pak Di,Macdonalds,RM10.00,"Chicken is small ish compared to the usual big ones.
          But you can't complain about the price point though.

          Would I eat again given the chance? Maybe if I'm on a slight budget.
HOLY SHIT CURRY WENT INTO MY EYES IT BURNTTTTT","2023/October/2023, October, image 6.png"
1 Nov 2023 (Wednesday),Nasi Lemak Ayam Merah,Bungkus Kaw Kaw,RM7.80,"Size wise its slightly smaller vs Shioks nasi lemak.
                    Worth? Ehh I guess, food prices in mall moment.","2023/November/2023, November, image 1.png"
1 Nov 2023 (Wednesday),In-House cook,No restaurant name,RM6.25,"New thing.
                    
S&B GOlden Curry Med Hot 
Regular Vege
Luncheon Meat
Dao Pok (Some Yong Taufu/Bah Kut Teh thing)","2023/November/2023, November, image 2.png"
2 Nov 2023 (Thursday),Aroi Thai,Food delivery,RM10.70,"Some say the chicken wing has a sort of sour taste which I can't taste?
                    
Chicken wing
Kangkung
Fried rice
Iced tea","2023/November/2023, November, image 3.png"
2 Nov 2023 (Thursday),"""叫菜吃饭""",Warung Hanna Crystalville,RM12.00,"5 people from us, 4 from block D, 2 from Dpulze, and 1 from Arc.
                    12 people.

                    Screw the scam rain and the paint smell.
I took like 2 pictures, both of them has Kens hand photobombing it reeee","2023/November/2023, November, image 4.png"
3 Nov 2023 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM9.00,Knew it was the extra curry vegetables hiking the price.,"2023/November/2023, November, image 5.png"
3 Nov 2023 (Friday),Yang Zhou Fried Rice,Fu Jee Ulu Yam Loh Mee,RM9.00,"Nothing much to say here, apart from its gonna be at least 13 more weeks of having dinner for this trimester.","2023/November/2023, November, image 6.png"
6 Nov 2023 (Monday),1pc Chickenjoy with Rice,Jollibee,RM12.90,"Ayam Penyet? No space to seat. So we  went to IoI City Mall.
                    Does it taste better in different branches?","2023/November/2023, November, image 7.png"
6 Nov 2023 (Monday),Maggi Goreng Telur,Self cook,"""Free""","In todays ""Junn attempts cooking"",:
                    Used 1 pack + 1 Cintan,
                    Added more oil to cook egg with boiled noodles,
                    And tried adding some extra soy sauce
                  
Ibuemie Mee Goreng
Cintan Noodles
Egg
Oil
Soy sauce?

                  It's still kind of dry, maybe I have to boil it longer.","2023/November/2023, November, image 8.png"
7 Nov 2023 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,"Oh, I can take advantage of the Chinese Club -RM1 even though I'm not one of them?
                    Thank you kind cashier.
Dine in with free flow shit cha >> takeaway at home.","2023/November/2023, November, image 9.png"
7 Nov 2023 (Tuesday),Nasi Goreng Kampung,Famous Bistro Cafe,RM6.50,"Good, good. Cheaper than Al-Bidayah.","2023/November/2023, November, image 10.png"
8 Nov 2023 (Wednesday),Nasi Campur,Dapo Sahang,RM6.00,I didn't have you for the entire month wow.,"2023/November/2023, November, image 11.png"
8 Nov 2023 (Wednesday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM10.90,"Playing safe, didn't wanna add rice.
干我也被传染了是吗","2023/November/2023, November, image 12.png"
9 Nov 2023 (Thursday),Yang Zhou Fried Rice,Fu Jee Ulu Yam Loh Mee,RM9.00,"So I DID get sick, didn't finish it, probably 33% - 50% done.
Proceeds to skip dinner due to sleeping","2023/November/2023, November, image 13.png"
10 Nov 2023 (Friday),Maggi cup,No restaurant name,"""Free""","Daze~
                    Apparently not eating for over 18(?) hours does ""wonders"" to me.","2023/November/2023, November, image 14.png"
20 Nov 2023 (Monday),Nasi Campur,Dapo Sahang,RM6.00,Maybe I shouldn't had took the kangkung.,"2023/November/2023, November, image 15.png"
20 Nov 2023 (Monday),Nasi Lemak McD,McD Edusphere,RM10.95,"Oh boy I got a story for this one.
                  
                    Quite some people in our 5 boi car ordered nasi lemak
                    Cheese took my order (somehow went there 1st I didn't know) (ori x1 & medium coke no ice)
                    Then I got his order (spicy x2 & large coke)
                    
                    Once I went to him & figured out stuff with the others
                    In a tldr sense
                    Gave him back x1 spicy, I asked if he ate the ori so I can give back, didn't, didn't, had to semi suffer spicy but surprisingly isn't that spicy
                    Also in a sense 请ed me the large one.
The boycott is actually working?","2023/November/2023, November, image 16.png"
21 Nov 2023 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM9.00,Decided to change vegetables.,"2023/November/2023, November, image 17.png"
21 Nov 2023 (Tuesday),Nasi Goreng Ayam,Warung Hanna Crystalville,RM9.00,"I didn't expect tambah nasi is 2 round balls of rice.
                    Anyways, still managed to finish it.
Hung out with the bois, as usual, may be transparentish.","2023/November/2023, November, image 18.png"
22 Nov 2023 (Wednesday),Nasi Campur,Dapo Sahang,RM8.00,"Buttermilk chicken costs RM 5 per pack, the meat is plentiful.
                    Tastes just like how I remembered it during Puasa days.
Had to take away some chicken and finish it back home.","2023/November/2023, November, image 19.png"
22 Nov 2023 (Wednesday),Various Personal Pizzas,Domino's Prima Avenue,RM7.55,"Pizza party!
                    I probably ate like 4.5 slices idk.","2023/November/2023, November, image 20.png"
23 Nov 2023 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM9.00,"Another vegetable.
                    At the rate I'm going here, maybe joining the chinese club isn't a bad investment.
Accidentally took a bite before remembering I have to take a pic, oops.","2023/November/2023, November, image 21.png"
23 Nov 2023 (Thursday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM9.00,"I asked them how spicy it was, they said ""we are spice eaters, so you can't use us as gauge.""
                    It wasn't spicy, more of hot than spicy imo
The sambal belacan thing wasn't my taste","2023/November/2023, November, image 22.png"
24 Nov 2023 (Friday),Gardenia Quick Bites Vanilla,No restaurant name,"""Free""",Ty Zen for the breb.,"2023/November/2023, November, image 23.png"
24 Nov 2023 (Friday),Nasi Campur,Dapo Sahang,RM8.00,"SINCE WHEN ARE YOU 8 NOWWWWW

                    What if, I big brain and order rice and vegetable from HTC, then take the chicken from Dapo?
                    The rice is way more consistent there.","2023/November/2023, November, image 24.png"
24 Nov 2023 (Friday),Salted Egg Pork Rice,Hinz Kitchen,RM11.50,"Ordered this so I would hit near 20 spending.
                    They took quite a while to cook this though, maybe I can try Kam Heong next?","2023/November/2023, November, image 25.png"
27 Nov 2023 (Monday),Mihun Goreng,SRC,Free!,Free food? Sign me up!,"2023/November/2023, November, image 26.png"
27 Nov 2023 (Monday),Mihun Goreng,SRC,Free!,"I took another one as soon as class ended early.
                    This box is wetter compared to the earlier one.","2023/November/2023, November, image 27.png"
27 Nov 2023 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"So Nam Yu fried pork is cheaper than the Fried Chicken.
                    BITING IS A CHORE WITH THIS PORKKKK

                    Thank you for allowing me to have the discount since I'm with the bois.","2023/November/2023, November, image 28.png"
27 Nov 2023 (Monday),Nasi Lemak Ayam,Famous Bistro Cafe,RM8.50,"""You can request for the chicken part you want next time"" - Ryan","2023/November/2023, November, image 29.png"
28 Nov 2023 (Tuesday),Nasi Lemak,SRC,Free!,"""it is just kinda spicy FOR a nasi lemak"" - Trekker
                    I should've rationed the Sambal more with the rice.","2023/November/2023, November, image 30.png"
28 Nov 2023 (Tuesday),Nasi Lemak,SRC,Free!,"Guess I never learned.
                    Almost forgot to took a pic, which explains the yolk that came out.","2023/November/2023, November, image 31.png"
28 Nov 2023 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,"In todays taste test:
                    
Sweet sour chicken

                    Overall good.","2023/November/2023, November, image 32.png"
28 Nov 2023 (Tuesday),Nasi Goreng Kampung Tambah Nasi,Warung Hanna Crystalville,RM8.00,"I was going to go out with the MMU bois, but Odin leashed told me we have the roleplay to do.
                    And in a funni twist, housemates decided to go there with my car.
                    Real.
How do I drive better at night?","2023/November/2023, November, image 33.png"
29 Nov 2023 (Wednesday),Nasi Goreng,SRC,Free!,"It is yellow.
                    Bit into a chili, it was spicy.","2023/November/2023, November, image 34.png"
29 Nov 2023 (Wednesday),Nasi Goreng,SRC,Free!,"It is white, also the final one.","2023/November/2023, November, image 35.png"
29 Nov 2023 (Wednesday),Nasi Kandar,Restoran Al Bidayah,RM9.50,Slightly more expensive compared to my higher end HTC meals.,"2023/November/2023, November, image 36.png"
29 Nov 2023 (Wednesday),Braised Minced Pork Rice,Diem Canteen,RM10.50,"It seems like I didn't need to ration my egg & meat much
                    A good eat, albeit slightly on the pricier side for the overall menu.
I hit my RM 20 a day budget! (Not a strict budget, just a guideline)
They also listened to my ""Egg Fully Cooked"" request, yay!","2023/November/2023, November, image 37.png"
